index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
4525	"He was just going to turn and go back, when a black shape swooped at him and brushed his face."	  Neutral	None	0	-0.19512	0.13437
4526	"He squeaked and started, stumbled backwards and fell."	  Negative	None	-1	-0.19512	0.13437
4527	His torch dropped head downwards and went out!	  Neutral	None	0	-0.14634	0.18315
4528	"Only a bat, I suppose and hope!"	  Positive	None	1	-0.12195	0.20754
4529	 he said miserably.	  Neutral	None	0	-0.17073	0.15876
4530	But now what am I to do?	  Neutral	None	0	-0.19512	0.13437
4531	"Which is East, South, North West?"	  Neutral	None	0	-0.14634	0.18315
4532	 Thorin!	  Neutral	Thorin Oakenshield	0	-0.097561	0.23193
4533	Balin!	  Neutral	Balin	0	-0.14634	0.18315
4534	Oin!	  Neutral	Oin	0	-0.14634	0.18315
4535	Gloin!	  Neutral	Gloin	0	-0.19512	0.13437
4536	Fill!	  Neutral	None	0	-0.19512	0.13437
4537	Kili!	  Neutral	Kili	0	-0.21951	0.10998
4538	 he cried as loud he could-it seemed a thin little noise in the wide blackness.	  Neutral	None	0	-0.17073	0.15876
4539	The light's gone out!	  Neutral	None	0	-0.17073	0.15876
4540	Someone come and find and help me!	  Neutral	None	0	-0.17073	0.15876
4541	 For the moment his courage had failed together.	  Negative	None	-1	-0.19512	0.13437
4542	"Faintly the dwarves heard his small cries, though the only word they could catch was 'help!"	  Neutral	None	0	-0.19512	0.13437
4543	"' ""Now what on earth or under it has happened?"	  Neutral	None	0	-0.19512	0.13437
4544	 said Thorin.	  Neutral	Thorin Oakenshield	0	-0.17073	0.15876
4545	"Certainly not the dragon, or he would not go on squeaking."	  Negative	None	-1	-0.17073	0.15876
4546	" They waited a moment or two, and still there were no dragon-noises, no sound at all in fact but Bilbo's distant voice."	  Neutral	Bilbo Baggins	0	-0.14634	0.18315
4547	"Come, one of you, get another light or two!"	  Positive	None	1	-0.14634	0.18315
4548	 Thorin ordered.	  Neutral	Thorin Oakenshield	0	-0.14634	0.18315
4549	It seems we have got to go and help our burglar.	  Negative	None	-1	-0.17073	0.15876
4550	" It is about our turn to help,"" said Balin, ""and I am quite willing to go."	  Negative	Balin	-1	-0.175	0.15449
4551	Anyway I expect it is safe for the moment.	  Neutral	None	0	-0.175	0.15449
4552	" Gloin lit several more torches, and then they all crept out, one by one, and went along the wall as hurriedly as they could."	  Positive	Gloin	1	-0.175	0.15449
4553	It was not long before they met Bilbo himself coming back towards them.	  Negative	Bilbo Baggins	-1	-0.175	0.15449
4554	His wits had quickly returned soon as he saw the twinkle of their lights.	  Neutral	None	0	-0.175	0.15449
4555	"Only a bat and a dropped torch, nothing worse!"	  Very negative	None	-2	-0.15	0.17949
4556	 he said in answer to their questions.	  Neutral	None	0	-0.15	0.17949
4557	"Though they were much relieved, they were inclined to be grumpy at being frightened for nothing; but what they would have said, if he had told them at that moment about the Arkenstone, I don't know."	  Negative	None	-1	-0.2	0.12949
4558	"The mere fleeting glimpses of treasure which they had caught as they went along had rekindled all the fire of their dwarvish hearts; and when the heart of a dwarf, even the most respectable, is wakened by gold and by jewels, he grows suddenly bold, and he may become fierce."	  Positive	None	1	-0.2	0.12949
4559	The dwarves indeed no longer needed any urging.	  Neutral	None	0	-0.2	0.12949
4560	"All were now eager to explore the hall while they had the chance, and willing to believe that, for the present, Smaug was away from home."	  Neutral	Smaug	0	-0.2	0.12949
4561	"Each now gripped a lighted torch; and as they gazed, first on one side and then on another, they forgot fear and even caution."	  Negative	None	-1	-0.175	0.15449
4562	"They spoke aloud, and cried out to one another, as they lifted old treasures from the mound or from the wall and held them in the light caressing and fingering them."	  Neutral	None	0	-0.15	0.17949
4563	"Fili and Kili were almost in merry mood, and finding still hanging there many golden harps strung with silver they took them and struck them; and being magical (and also untouched by the dragon, who had small interests in music) they were still in tune."	  Negative	Fili	-1	-0.15	0.17949
4564	The dark hall was filled with a melody that had long been silent.	  Neutral	None	0	-0.15	0.17949
4565	"But most of the dwarves were more practical; they gathered gems and stuffed their pockets, and let what they could not carry far back through their fingers with a sigh."	  Neutral	None	0	-0.15	0.17949
4566	Thorin was not least among these; but always he searched from side to side for something which he could not find.	  Positive	Thorin Oakenshield	1	-0.175	0.15449
4567	It was the Arkenstone but he spoke of it yet to no one.	  Negative	None	-1	-0.225	0.10449
4568	"Now the dwarves took down mail and weapons from the walls, and armed themselves."	  Neutral	None	0	-0.225	0.10449
4569	"Royal indeed did Thorin look, clad in a coat of gold-plated rings, with a silver hafted axe in a belt crusted with scarlet stones."	  Neutral	Thorin Oakenshield	0	-0.225	0.10449
4570	Mr.	4571	None	NaN	-0.2	0.12949
4571	Baggins!	  Neutral	None	0	-0.175	0.15449
4572	 he cried.	  Neutral	None	0	-0.2	0.12949
4573	Here is the first payment of your reward!	  Neutral	None	0	-0.2	0.12949
4574	Cast off your old coat and put on this!	  Neutral	None	0	-0.225	0.10449
4575	" With that he put on Bilbo a small coat of mail, wrought for some young elf-prince long ago."	  Positive	Bilbo Baggins	1	-0.25	0.079489
4576	"It was of silver-steel which the elves call mithril, and with it went a belt of pearls and crystals."	  Neutral	None	0	-0.225	0.10449
4577	"A light helm of figured leather, strengthened beneath with hoops of steel, and studded about the bring with white gems, was set upon the hobbit's head."	  Very negative	None	-2	-0.275	0.054489
4578	"I feel magnificent, he thought; ""but I expect I look rather absurd."	  Neutral	None	0	-0.275	0.054489
4579	How they would laugh on the Hill at home Still I wish there was a looking-glass handy!	  Neutral	None	0	-0.3	0.029489
4580	 All the same Mr. Baggins kept his head more clear of the bewitchment of the hoard than the dwarves did.	  Neutral	None	0	-0.325	0.0044885
4581	"Long before the dwarves were tired of examining the treasures he became wary of it and sat down on the floor; and he began to wonder nervously what the end of it all would be ""I would give a good many of these precious goblets, thought, ""for a drink of something cheering out of one Beorn's wooden bowls!"	  Positive	Beorn	1	-0.35	-0.020511
4582	 Thorin!	  Neutral	Thorin Oakenshield	0	-0.325	0.0044885
4583	 he cried aloud.	  Neutral	None	0	-0.325	0.0044885
4584	What next?	  Neutral	None	0	-0.325	0.0044885
4585	"We are armed, but what good has any armour ever been before against Smaug the Dreadful?"	  Neutral	Smaug	0	-0.325	0.0044885
4586	This treasure is not yet won back.	  Very negative	None	-2	-0.35	-0.020511
4587	"We are not looking for gold yet, but for a way of escape; and we have tempted luck too long!"	  Very negative	None	-2	-0.4	-0.070511
4588	 'You speak the truth!	  Positive	None	1	-0.375	-0.045511
4589	" answered Thorin, recovering his wits."	  Neutral	Thorin Oakenshield	0	-0.375	-0.045511
4590	Let us go!	  Neutral	None	0	-0.4	-0.070511
4591	I will guide you.	  Neutral	None	0	-0.39024	-0.060751
4592	Not in a thousand years should I forget the ways of this palace.	  Negative	None	-1	-0.41463	-0.085141
4593	" Then he hailed the others, and they gathered together, and holding their torches above their heads they passed through the gaping doors, not without many a backward glance of longing."	  Positive	None	1	-0.41463	-0.085141
4594	"Their glittering mail they had covered again with their old cloaks and their bright helms with their tattered hoods, and one by one they walked behind Thorin, a line of little lights in the darkness that halted often, listening in fear once more for any rumour of the dragon's coming."	  Very negative	Thorin Oakenshield	-2	-0.43902	-0.10953
4595	"Though all the old adornments were long mouldered or destroyed, and though all was befouled and blasted with the comings and goings of the monster, Thorin knew every passage and every turn."	  Negative	Thorin Oakenshield	-1	-0.46341	-0.13392
4596	"They climbed long stairs, and turned and went down wide echoing ways, and turned again and climbed yet more stairs, and yet more' stairs again."	  Negative	None	-1	-0.5122	-0.18271
4597	"These were smooth, cut out of the living rock broad and lair; and up, up, the dwarves went, and they met no sign of any living thing, only furtive shadows that fled from the approach of their torches fluttering in the draughts."	  Very negative	None	-2	-0.53659	-0.2071
4598	"The steps were not made, all the same, for hobbit-legs, and Bilbo was just feeling that he could go on no longer, when suddenly the roof sprang high and far beyond the reach of their torch-light."	  Negative	Bilbo Baggins	-1	-0.4878	-0.15831
4599	"A white glimmer could be seen coming through some opening far above, and the air smelt sweeter."	  Neutral	None	0	-0.4878	-0.15831
4600	"Before them light came dimly through great doors, that hung twisted on their hinges and half burnt."	  Negative	None	-1	-0.4878	-0.15831
4601	"This is the great chamber of Thror, said Thorin; ""the hall of feasting and of council."	  Negative	Thorin Oakenshield	-1	-0.4878	-0.15831
4602	Not far off now is the Front Gate.	  Neutral	None	0	-0.53659	-0.2071
4603	 They passed through the ruined chamber.	  Neutral	None	0	-0.53659	-0.2071
4604	"Tables were rotting there; chairs and benches were lying there overturned, charred and decaying."	  Negative	None	-1	-0.56098	-0.23149
4605	Skulls and bones were upon the floor among flagons and bowls and broken drinking-horns and dust.	  Neutral	None	0	-0.56098	-0.23149
4606	"As they came through yet more doors at the further end, a sound of water fell upon their ears, and the grey light grew suddenly more full."	  Negative	None	-1	-0.56098	-0.23149
4607	"There is the birth of the Running River, said Thorin."	  Negative	Thorin Oakenshield	-1	-0.5122	-0.18271
4608	From here it hastens to the Gate.	  Neutral	None	0	-0.4878	-0.15831
4609	Let us follow it!	  Neutral	None	0	-0.5122	-0.18271
4610	" Out of a dark opening in a wall of rock there issued a boiling water, and it flowed swirling in a narrow channel, carved and made straight and deep by the cunning of ancient hands."	  Negative	None	-1	-0.53659	-0.2071
4611	"Beside it ran a stone-paved road, wide enough for many men abreast."	  Neutral	None	0	-0.53659	-0.2071
4612	"Swiftly along this they ran, and round a wide-sweeping turn-and behold!"	  Negative	None	-1	-0.53659	-0.2071
4613	before them stood the broad light of day.	  Neutral	None	0	-0.4878	-0.15831
4614	"In front there rose a tall arch, still showing the fragments of old carven work within, worn and splintered and blackened though it was."	  Negative	None	-1	-0.5122	-0.18271
4615	"A misty sun sent its pale light between the arms of the Mountain, and beams of gold fell on the pavement at the threshold."	  Negative	None	-1	-0.4878	-0.15831
4616	A whirl of bats frightened from slumber by their smoking torches flurried over them; as they sprang forward their feet slithered on stones rubbed smooth and slimed by the passing of the dragon.	  Negative	None	-1	-0.46341	-0.13392
4617	Now before them the water fell noisily outward and foamed down towards the valley.	  Negative	None	-1	-0.43902	-0.10953
4618	"They flung their pale torches to the ground, and stood gazing out with dazzled eyes."	  Neutral	None	0	-0.41463	-0.085141
4619	"They were come to the Front Gate, and were looking out upon Dale."	  Neutral	None	0	-0.39024	-0.060751
4620	Well!	  Neutral	None	0	-0.41463	-0.085141
4621	" said Bilbo, I never expected to be looking out of this door."	  Neutral	Bilbo Baggins	0	-0.39024	-0.060751
4622	"And I never expected to be so pleased to see the sun again, and to feel the wind on my face."	  Negative	None	-1	-0.36585	-0.036361
4623	"But, ow!"	  Neutral	None	0	-0.39024	-0.060751
4624	this wind is cold!	  Negative	None	-1	-0.39024	-0.060751
4625	 It was.	  Neutral	None	0	-0.39024	-0.060751
4626	A bitter easterly breeze blew with a threat of oncoming winter.	  Neutral	None	0	-0.41463	-0.085141
4627	"It swirled over and round the arms of the Mountain into the valley, and sighed among the rocks."	  Neutral	None	0	-0.39024	-0.060751
4628	"After their long time in the stewing depths of the dragon-haunted caverns, they shivered in the sun."	  Negative	None	-1	-0.36585	-0.036361
4629	Suddenly Bilbo realized that he was not only tired but also very hungry indeed.	  Neutral	Bilbo Baggins	0	-0.39024	-0.060751
4630	"It seems to be late morning, he said, ""and so I suppose it is more or less breakfast-time - if there is any breakfast to have."	  Negative	None	-1	-0.41463	-0.085141
4631	But I don't feel that Smaug's front doorstep is the safest place for a meal.	  Neutral	Smaug	0	-0.39024	-0.060751
4632	Do let's go somewhere where we can sit quiet for a bit!	  Neutral	None	0	-0.41463	-0.085141
4633	 Quite right!	  Positive	None	1	-0.39024	-0.060751
4634	 said Balin.	  Neutral	Balin	0	-0.39024	-0.060751
4635	And I think I know which way we should go: we ought to make for the old look-out post at the Southwest corner of the Mountain.	  Negative	None	-1	-0.39024	-0.060751
4636	 How far is that?	  Neutral	None	0	-0.39024	-0.060751
4637	 asked the hobbit.	  Neutral	None	0	-0.34146	-0.011971
4638	"Five hours march, I should think."	  Negative	None	-1	-0.31707	0.012419
4639	It will be rough going.	  Neutral	None	0	-0.34146	-0.011971
4640	The road from the Gate along the left edge of the stream seems all broken up.	  Negative	None	-1	-0.34146	-0.011971
4641	But look down there!	  Neutral	None	0	-0.36585	-0.036361
4642	The river loops suddenly east across Dale in front of the ruined town.	  Neutral	None	0	-0.36585	-0.036361
4643	"At that point there was once a bridge, leading to steep stairs that climbed up the right bank, and so to a road running towards Ravenhill."	  Negative	None	-1	-0.36585	-0.036361
4644	There is (or was) a path that left the road and climbed up to the post.	  Neutral	None	0	-0.36585	-0.036361
4645	"A hard climb, too, even if the old steps are still there."	  Negative	None	-1	-0.34146	-0.011971
4646	 Dear me!	  Negative	None	-1	-0.34146	-0.011971
4647	 grumbled the hobbit.	  Neutral	None	0	-0.34146	-0.011971
4648	More walking and more climbing without breakfast!	  Neutral	None	0	-0.34146	-0.011971
4649	"I wonder how many breakfasts, and other meals, we have missed inside that nasty clockless, timeless hole?"	  Negative	None	-1	-0.34146	-0.011971
4650	" As a matter of fact two nights and the day between had gone by (and not altogether without food) since the dragon smashed the magic door, but Bilbo had quite lost count, and it might have been one night or a week of nights for all he could tell."	  Negative	Bilbo Baggins	-1	-0.39024	-0.060751
4651	"Come, come!"	  Neutral	None	0	-0.41463	-0.085141
4652	" said Thorin laughing - his spirits had begun to rise again, and he rattled the precious stones in his pockets."	  Negative	Thorin Oakenshield	-1	-0.43902	-0.10953
4653	Don't call my place a nasty hole!	  Neutral	None	0	-0.43902	-0.10953
4654	You wait till it has been cleaned and redecorated!	  Neutral	None	0	-0.4878	-0.15831
4655	" That won't be till Smaug's dead,"" said Bilbo glumly."	  Negative	Smaug	-1	-0.4878	-0.15831
4656	In the meanwhile where is he?	  Negative	None	-1	-0.46341	-0.13392
4657	I would give a good breakfast to know.	  Positive	None	1	-0.4878	-0.15831
4658	I hope he is not up on the Mountain looking down at us!	  Neutral	None	0	-0.4878	-0.15831
4659	" That idea disturbed the dwarves mightily, and they quickly decided that Bilbo and Balin were right."	  Negative	Balin	-1	-0.4878	-0.15831
4660	"We must move away from here, said Don."	  Neutral	None	0	-0.4878	-0.15831
4661	I feel as if his eyes were on the back of my head.	  Negative	None	-1	-0.4878	-0.15831
4662	" It's a cold lonesome place,"" said Bombur."	  Neutral	Bombur	0	-0.46341	-0.13392
4663	"There may be drink, but I see no sign of food."	  Negative	None	-1	-0.4878	-0.15831
4664	A dragon would always be hungry in such parts.	  Neutral	None	0	-0.4878	-0.15831
4665	 Come on!	  Neutral	None	0	-0.4878	-0.15831
4666	Come on!	  Neutral	None	0	-0.46341	-0.13392
4667	 cried the others.	  Neutral	None	0	-0.43902	-0.10953
4668	Let us follow Balm's path!	  Neutral	None	0	-0.46341	-0.13392
4669	" Under the rocky wall to the right there was no path, so on they trudged among the stones on the left side of the river, and the emptiness and desolation soon sobered even Thorin again."	  Negative	Thorin Oakenshield	-1	-0.4878	-0.15831
4670	"The bridge that Balin had spoken of they found long fallen, and most of its stones were now only boulders in the shallow noisy stream; but they forded the water without much difficulty, and found the ancient steps, and climbed the high bank."	  Very negative	Balin	-2	-0.46341	-0.13392
4671	"After going a short way they struck the old road, and before long came to a deep dell sheltered among the rocks; there they rested for a while and had such a breakfast as they could, chiefly cram and water."	  Very negative	None	-2	-0.43902	-0.10953
4672	"(If you want to know what cram is, I can only say that I don't know the recipe; but it is biscuitish, keeps good indefinitely, is supposed to be sustaining, and is certainly not entertaining, being in fact very uninteresting except as a chewing exercise."	  Negative	None	-1	-0.46341	-0.13392
4673	It was made by the Lake-men for long journeys).	  Neutral	None	0	-0.46341	-0.13392
4674	"After that they went on again; and now the road struck westwards and left the river, and the great shoulder of the south-pointing mountain-spur drew ever nearer."	  Negative	None	-1	-0.4878	-0.15831
4675	At length they reached the hill path.	  Neutral	None	0	-0.5122	-0.18271
4676	"It scrambled steeply up, and they plodded slowly one behind the other, till at last in the late afternoon they came to the top of the ridge and saw the wintry sun going downwards to the West."	  Neutral	None	0	-0.5122	-0.18271
4677	"Here they found a flat place without a wall on three sides, but backed to the North by a rocky face in which there was an opening like a door."	  Negative	None	-1	-0.5122	-0.18271
4678	From that door there was a wide view East and South and West.	  Neutral	None	0	-0.56098	-0.23149
4679	"Here, said Balin, ""in the old days we used always to keep watchmen, and that door behind leads into a rock-hewn chamber that was made here as a guardroom."	  Negative	Balin	-1	-0.53659	-0.2071
4680	There were several places like it round the Mountain.	  Neutral	None	0	-0.5122	-0.18271
4681	"But there seemed small need for watching in the days of our prosperity, and the guards were made over comfortable, perhaps - otherwise we might have had longer warnings of the coming of the dragon, and things might have been different."	  Negative	None	-1	-0.5122	-0.18271
4682	"Still, ""here we can now lie hid and sheltered for a while, and can see much without being seen."	  Positive	None	1	-0.4878	-0.15831
4683	" Not much use, if we have been seen coming here,"" said Dori, who was always looking up towards the Mountain's peak, as if he expected to see Smaug perched there like a bird on a steeple."	  Negative	Smaug	-1	-0.4878	-0.15831
4684	"We must take our chance of that, said Thorin."	  Negative	Thorin Oakenshield	-1	-0.46341	-0.13392
4685	We can go no further to-day.	  Neutral	None	0	-0.4878	-0.15831
4686	" Hear, hear!"	  Neutral	None	0	-0.4878	-0.15831
4687	" cried Bilbo, and flung himself on the ground."	  Neutral	Bilbo Baggins	0	-0.4878	-0.15831
4688	"In the rock-chamber there would have been room for a hundred, and there was a small chamber further in, more removed from the cold outside."	  Negative	None	-1	-0.4878	-0.15831
4689	It was quite deserted; not even wild animals seemed to have used it in all the days of Smaug's dominion.	  Negative	Smaug	-1	-0.4878	-0.15831
4690	"There they laid their burdens; and some threw themselves down at once and slept, but the others sat near the outer door and discussed their plans."	  Neutral	None	0	-0.46341	-0.13392
4691	In all their talk they came perpetually back to one thing: where was Smaug?	  Neutral	Smaug	0	-0.41463	-0.085141
4692	"They looked West and there was nothing, and East there was nothing, and in the South there was no sign of the dragon, but there was a gathering of very many birds."	  Negative	None	-1	-0.36585	-0.036361
4693	"At that they gazed and wondered; but they were no nearer understanding it, when the first cold stars came out."	  Negative	None	-1	-0.34146	-0.011971
4694	" 14  Fire and Water  Now if you wish, like the dwarves, to hear news of Smaug, you must go back again to the evening when he smashed the door and flew off in rage, two days before."	  Negative	Smaug	-1	-0.34146	-0.011971
4695	"The men of the lake-town Esgaroth were mostly indoors, for the breeze was from the black East and chill, but a few were walking on the quays, and watching, as they were fond of doing, the stars shine out from the smooth patches of the lake as they opened in the sky."	  Negative	None	-1	-0.31707	0.012419
4696	"From their town the Lonely Mountain was mostly screened by the low hills at the far end of the lake, through a gap in which the Running River came down from the North."	  Negative	None	-1	-0.31707	0.012419
4697	"Only its high peak could they see in clear weather, and they looked seldom at it, for it was ominous and dreary even in the light of morning."	  Negative	None	-1	-0.31707	0.012419
4698	"Now it was lost and gone, blotted in the dark."	  Negative	None	-1	-0.26829	0.061199
4699	Suddenly it flickered back to view; a brief glow touched it and faded.	  Positive	None	1	-0.31707	0.012419
4700	Look!	  Neutral	None	0	-0.26829	0.061199
4701	 said one.	  Neutral	None	0	-0.31707	0.012419
4702	The lights again!	  Neutral	None	0	-0.29268	0.036809
4703	Last night the watchmen saw them start and fade from midnight until dawn.	  Neutral	None	0	-0.34146	-0.011971
4704	Something is happening up there.	  Neutral	None	0	-0.31707	0.012419
4705	" Perhaps the King under the Mountain is forging gold,"" said another."	  Negative	None	-1	-0.29268	0.036809
4706	It is long since he went north.	  Neutral	None	0	-0.29268	0.036809
4707	It is time the songs began to prove themselves again.	  Neutral	None	0	-0.29268	0.036809
4708	 Which king?	  Neutral	None	0	-0.29268	0.036809
4709	 said another with a grim voice.	  Neutral	None	0	-0.29268	0.036809
4710	"As like as not it is the marauding fire of the Dragon, the only king under the Mountain we have ever known."	  Neutral	None	0	-0.29268	0.036809
4711	 You are always foreboding gloomy things!	  Neutral	None	0	-0.31707	0.012419
4712	 said the others.	  Neutral	None	0	-0.31707	0.012419
4713	Anything from floods to poisoned fish.	  Neutral	None	0	-0.31707	0.012419
4714	Think of something cheerful!	  Neutral	None	0	-0.29268	0.036809
4715	 Then suddenly a great light appeared in the low place in the hills and the northern end of the lake turned golden.	  Neutral	None	0	-0.26829	0.061199
4716	The King beneath the Mountain!	  Neutral	None	0	-0.26829	0.061199
4717	 they shouted.	  Neutral	None	0	-0.21951	0.10998
4718	"His wealth is like the Sun, his silver like a fountain, his rivers golden run!"	  Positive	None	1	-0.21951	0.10998
4719	The river is running gold from the Mountain!	  Very negative	None	-2	-0.21951	0.10998
4720	" they cried, and everywhere windows were opening and feet were hurrying."	  Positive	None	1	-0.2439	0.085589
4721	There was once more a tremendous excitement and enthusiasm.	  Very negative	None	-2	-0.26829	0.061199
4722	But the grim-voiced fellow ran hotfoot to the Master.	  Neutral	None	0	-0.26829	0.061199
4723	The dragon is coming or I am a fool!	  Negative	None	-1	-0.29268	0.036809
4724	 he cried.	  Neutral	None	0	-0.31707	0.012419
4725	Cut the bridges!	  Neutral	None	0	-0.31707	0.012419
4726	To arms!	  Neutral	None	0	-0.29268	0.036809
4727	To arms!	  Neutral	None	0	-0.29268	0.036809
4728	" Then warning trumpets were suddenly sounded, and echoed along the rocky shores."	  Neutral	None	0	-0.26829	0.061199
4729	The cheering stopped and the joy was turned to dread.	  Negative	None	-1	-0.26829	0.061199
4730	So it was that the dragon did not find them quite unprepared.	  Negative	None	-1	-0.29268	0.036809
4731	"Before long, so great was his speed, they could see him as a spark of fire rushing towards them and growing ever huger and more bright, and not the most foolish doubted that the prophecies had gone rather wrong."	  Negative	None	-1	-0.29268	0.036809
4732	Still they had a little time.	  Neutral	None	0	-0.29268	0.036809
4733	"Every vessel in the town was filled with water, every warrior was armed, every arrow and dart was ready, and the bridge to the land was thrown down and destroyed, before the roar of Smaug's terrible approach grew loud, and the lake rippled red as fire beneath the awful beating of his wings."	  Negative	Smaug	-1	-0.29268	0.036809
4734	"Amid shrieks and wailing and the shouts of men he came over them, swept towards the bridges and was foiled!"	  Neutral	None	0	-0.31707	0.012419
4735	"The bridge was gone, and his enemies were on an island in deep water-too deep and dark and cool for his liking."	  Neutral	None	0	-0.31707	0.012419
4736	"If he plunged into it, a vapour and a steam would arise enough to cover all the land with a mist for days; but the lake was mightier than he, it would quench him before he could pass through."	  Negative	None	-1	-0.31707	0.012419
4737	Roaring he swept back over the town.	  Positive	None	1	-0.34146	-0.011971
4738	"A hail of dark arrows leaped up and snapped and rattled on his scales and jewels, and their shafts fell back kindled by his breath burning and hissing into the lake."	  Negative	None	-1	-0.34146	-0.011971
4739	No fireworks you ever imagined equalled the sights that night.	  Negative	None	-1	-0.36585	-0.036361
4740	"At the twanging of the bows and the shrilling of the trumpets the dragon's wrath blazed to its height, till he was blind and mad with it."	  Neutral	None	0	-0.31707	0.012419
4741	"No one had dared to give battle to him for many an age; nor would they have dared now, if it had not been for the grim-voiced man (Bard was his name), who ran to and fro cheering on the archers and urging the Master to order them to fight to the last arrow."	  Negative	Bard	-1	-0.36585	-0.036361
4742	Fire leaped from the dragon's jaws.	  Neutral	None	0	-0.31707	0.012419
4743	He circled for a while high in the air above them lighting all the lake; the trees by the shores shone like copper and like blood with leaping shadows of dense black at their feet.	  Negative	None	-1	-0.34146	-0.011971
4744	"Then down he swooped straight through the arrow-storm, reckless in his rage, taking no heed to turn his scaly sides towards his foes, seeking only to set their town ablaze."	  Negative	None	-1	-0.31707	0.012419
4745	"Fire leaped from thatched roofs and wooden beam-ends as he hurtled down and past and round again, though all had been drenched with water before he came."	  Neutral	None	0	-0.34146	-0.011971
4746	Once more water was flung by a hundred hands wherever a spark appeared.	  Neutral	None	0	-0.36585	-0.036361
4747	Back swirled the dragon.	  Neutral	None	0	-0.36585	-0.036361
4748	A sweep of his tail and the roof of the Great House crumbled and smashed down.	  Positive	None	1	-0.36585	-0.036361
4749	Flames unquenchable sprang high into the night.	  Neutral	None	0	-0.36585	-0.036361
4750	"Another swoop and another, and another house and then another sprang afire and fell; and still no arrow hindered Smaug or hurt him more than a fly from the marshes."	  Negative	Smaug	-1	-0.34146	-0.011971
4751	Already men were jumping into the water on every side.	  Neutral	None	0	-0.31707	0.012419
4752	Women and children were being huddled into laden boats in the market-pool.	  Neutral	None	0	-0.31707	0.012419
4753	Weapons were flung down.	  Neutral	None	0	-0.31707	0.012419
4754	"There was mourning and weeping, where but a little time ago the old songs of mirth to come had been sung about the dwarves."	  Negative	None	-1	-0.29268	0.036809
4755	Now men cursed their names.	  Neutral	None	0	-0.29268	0.036809
4756	"The Master himself was turning to his great gilded boat, hoping to row away in the confusion and save himself."	  Neutral	None	0	-0.29268	0.036809
4757	Soon all the town would be deserted and burned down to the surface of the lake.	  Negative	None	-1	-0.26829	0.061199
4758	That was the dragon's hope.	  Neutral	None	0	-0.26829	0.061199
4759	They could all get into boats for all he cared.	  Neutral	None	0	-0.21951	0.10998
4760	"There he could have fine sport hunting them, or they could stop till they starved."	  Neutral	None	0	-0.19512	0.13437
4761	Let them try to get to land and he would be ready.	  Negative	None	-1	-0.19512	0.13437
4762	Soon he would set all the shoreland woods ablaze and wither every field and pasture.	  Neutral	None	0	-0.19512	0.13437
4763	Just now he was enjoying the sport of town-baiting more than he had enjoyed anything for years.	  Negative	None	-1	-0.19512	0.13437
4764	But there was still a company of archers that held their ground among the burning houses.	  Neutral	None	0	-0.17073	0.15876
4765	"Their captain was Bard, grim-voiced and grim-faced, whose friends had accused him of prophesying floods and poisoned fish, though they knew his worth and courage."	  Negative	Bard	-1	-0.14634	0.18315
4766	"He was a descendant in long line of Girion, Lord of Dale, whose wife and child had escaped down the Running River from the ruin long ago."	  Negative	None	-1	-0.14634	0.18315
4767	"Now he shot with a great yew bow, till all his arrows but one were spent."	  Neutral	None	0	-0.12195	0.20754
4768	The flames were near him.	  Neutral	None	0	-0.12195	0.20754
4769	His companions were leaving him.	  Neutral	None	0	-0.12195	0.20754
4770	He bent his bow for the last time.	  Neutral	None	0	-0.14634	0.18315
4771	Suddenly out of the dark something fluttered to his shoulder.	  Neutral	None	0	-0.14634	0.18315
4772	He started-but it was only an old thrush.	  Negative	thrush	-1	-0.17073	0.15876
4773	Unafraid it perched by his ear and it brought him news.	  Neutral	None	0	-0.19512	0.13437
4774	"Marvelling he found he could understand its tongue, for he was of the race of Dale."	  Neutral	None	0	-0.21951	0.10998
4775	Wait!	  Neutral	None	0	-0.21951	0.10998
4776	Wait!	  Neutral	None	0	-0.21951	0.10998
4777	 it said to him.	  Neutral	None	0	-0.21951	0.10998
4778	The moon is rising.	  Positive	None	1	-0.19512	0.13437
4779	Look for the hollow of the left breast as he flies and turns above you!	  Positive	None	1	-0.21951	0.10998
4780	 And while Bard paused in wonder it told him of tidings up in the Mountain and of all that it had heard.	  Neutral	Bard	0	-0.21951	0.10998
4781	Then Bard drew his bow-string to his ear.	  Neutral	Bard	0	-0.2439	0.085589
4782	"The dragon was circling back, flying low, and as he came the moon rose above the eastern shore and silvered his great wings."	  Negative	None	-1	-0.2439	0.085589
4783	Arrow!	  Neutral	None	0	-0.2439	0.085589
4784	 said the bowman.	  Neutral	None	0	-0.21951	0.10998
4785	Black arrow!	  Neutral	None	0	-0.21951	0.10998
4786	I have saved you to the last.	  Neutral	None	0	-0.21951	0.10998
4787	You have never failed me and always I have recovered you.	  Positive	None	1	-0.2439	0.085589
4788	I had you from my father and he from of old.	  Neutral	None	0	-0.2439	0.085589
4789	"If ever you came from the forges of the true king under the Mountain, go now and speed well!"	  Positive	None	1	-0.2439	0.085589
4790	" The dragon swooped once more lower than ever, and as he turned and dived down his belly glittered white with sparkling fires of gems in the moon-but not in one place."	  Negative	None	-1	-0.2439	0.085589
4791	The great bow twanged.	  Negative	None	-1	-0.2439	0.085589
4792	"The black arrow sped straight from the string, straight for the hollow by the left breast where the foreleg was flung wide."	  Negative	None	-1	-0.21951	0.10998
